,Similarity,EmojiSequence
149,0.7312648,🇧🇩🇧🇩
150,0.72983027,➰🌷
151,0.72783214,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
152,0.7271316,🙏☕
153,0.7263869,💯💯💯💯💯💯💯💯💯💯💯
154,0.72604597,⬜🙋🏻‍♂
155,0.72587854,⬜🙋🏿‍♂
156,0.72145414,🆘📢
157,0.71884006,🌸🌸
158,0.71821195,👌👌👌👌👌👌👌
159,0.7110022,🇧🇩❤
160,0.71071064,🤣🤔👇
161,0.7103558,💐💐
162,0.7089913,🏇🚀🎇⚔
163,0.7080891,🍦🍉🎂
164,0.70773596,⬆⬆
165,0.70705694,⬜💁🏽‍♂
166,0.70451236,⬜💁🏾‍♂
167,0.6999371,🚀🚀🚀🚀🚀🚀🚀🚀
168,0.69840795,🍓🍓
169,0.6943462,🔺🔺
170,0.69296783,☕❄
171,0.69282055,💕💕💕💕💕💕💕💕💕💕
172,0.6909727,🇻🇪📢
173,0.6893898,🙏🏼🙏🏼💔
174,0.6892291,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
175,0.6874928,💯💯💯💯💯💯💯💯💯💯
176,0.6833614,🎄☕❄
177,0.67987305,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
178,0.6790682,🇵🇰❤
179,0.67703944,🇻🇪🔔
180,0.67456955,🎄▶
181,0.671368,🙏🌹
182,0.66713154,🇹🇳❤
183,0.66642547,🙏💅
184,0.6641068,🎹🎤🎤
185,0.66366965,😊💕😘🌹💗
186,0.66201085,💯💯💯💯💯💯💯
187,0.65435445,🔼🔼
188,0.6493945,🌱🌱🌱🌱🌱🌱🌱🌱🌱
189,0.64630604,📷🎬
190,0.64299774,⬆⬆⬆
191,0.64271116,🇩🇿♥
192,0.6426921,🌸🌸🌸
193,0.6422199,🎄😘
194,0.64097005,🌸💞
195,0.6398915,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
196,0.6374409,🍳☕🍞
197,0.63497156,🖤🥀
198,0.6317617,🌹🌹
199,0.6296773,🌹🌹🌹
200,0.62491286,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
201,0.6228105,🤲🤲
202,0.6151426,🤲🤲🤲
203,0.6133172,😘💞
204,0.6116574,🔥👇👇
205,0.6092169,⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜
206,0.60883915,👇👇👇👇👇👇
207,0.6081829,🎉🎉🥳🥳🥳
208,0.60705125,🌴💌
209,0.60673803,🔺🔺🔺
210,0.59547746,🔱🔱🔱
211,0.5921043,💥🚀💥🚀
212,0.58833665,🌹❤
213,0.5794641,♥♥♥♥
214,0.57252944,☝🏼🖐🏼
215,0.5328448,🚩🚩
216,0.52772605,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
217,0.5051299,🚙🚙🚙
218,0.50325334,⬜🟩🟩⬜🟩
219,0.4223604,🟩🟩🟩🟩🟩
