,Similarity,EmojiSequence
196,0.84366584,☕☕☕☕
197,0.84360945,🥰💓
198,0.84328747,😄🥰
199,0.8430732,☕❣
200,0.8428197,☕✨
201,0.84274584,🍀😊
202,0.84262985,😃☀
203,0.842544,🙏🎄
204,0.84252167,🌹🤗
205,0.84252,💙🥰
206,0.84251595,✨🙌🏻
207,0.8424542,🌸✨
208,0.84210646,🥰🥰😍
209,0.8418757,🥰🎉
210,0.8417622,🌈☀
211,0.8416499,💚💚💚💚💚💚💚
212,0.84134924,✨☺
213,0.8413061,🎄🤗
214,0.8410823,😍😘😘
215,0.841062,🎉💖
216,0.8409803,💙🙏🏻
217,0.8409536,💗😘
218,0.84087455,🤗💜
219,0.8406995,😘😘😘😘😘😘😘
220,0.8406408,😙❤
221,0.8403403,🤟❤
222,0.8401851,🤗🎄
223,0.84013927,🎊❤
224,0.8401017,🌙💤
225,0.8398397,🌺🥰
226,0.8398218,🌲🎄
227,0.8397418,💛🙏❤
228,0.83965075,🐶♥
229,0.83958495,🥰🎄
230,0.83954906,😊😊😊😊😊
231,0.8394424,🙏❤🙏
232,0.8390415,🧑‍🎄🎄
233,0.83903617,🤍🌹
234,0.83900285,🥳🥳🎉🎉
235,0.8389163,😇😍
236,0.8388949,🛐❤
237,0.83882964,✨❣
238,0.8388054,❤💐
239,0.8386365,🌸😊
240,0.83862245,🎉🎉🎉🎉🎉🎉
241,0.83858776,😘😍🥰
242,0.83850884,🙏💫
243,0.8382897,🎁🎂
244,0.8382814,🥰😇
245,0.8381059,😘🥰🔥💕
246,0.8380836,✊✊✊✊
247,0.8379351,💋😍
248,0.8376224,🦋✨
249,0.8372692,💕♥
250,0.83705425,🤗🤗❤
251,0.83702874,🍀🎄
252,0.8370198,🤗🤗😘
253,0.83701587,😭💕💕💕
254,0.83700395,👋😘
255,0.83632207,🤗💓
256,0.83624655,💛🙏
257,0.836238,☕🍩
258,0.8360089,😘🤗❤
259,0.83575374,😊👏
260,0.83572567,🙏🙂
261,0.83572435,😘💖
262,0.8356815,🎈🎈🎈🎈
263,0.8356025,🤗🙋🏽‍♂
264,0.8353728,💖💫
265,0.8351823,🙂⭐
266,0.8351716,❤✨
267,0.83457625,🧑‍🎄☃
268,0.8344634,😉🎄
269,0.8344573,🎂🎊🎉
270,0.83445287,😃‼
271,0.8344285,☕🌺🌹
272,0.83433104,🥳💗
273,0.8343255,💜🙏
274,0.83407485,🥰⭐
275,0.8339853,🥰💖
276,0.83393717,👏👏👏❤
277,0.83383423,😊☺
278,0.8336556,🙏🏼💜
279,0.8336455,😊🌸
280,0.83349264,💜☺
281,0.8333056,🔥🥰
282,0.83326995,😊🌷
283,0.8332328,🙏🏼💙
284,0.8331493,✨🌙
285,0.8328495,🌸☀
286,0.83282995,🙏🏻💙
287,0.83271897,👋❤
288,0.8327043,🎁🎉
289,0.8326638,☕😃
290,0.83264714,🌈❤
291,0.83262765,🎉🎉🎊
292,0.83233047,🙏🏽♥
293,0.8322707,✨🎄✨
294,0.8321213,🥳💖
295,0.8319411,🤗💞
296,0.8317837,😻🌷
297,0.83177507,😘💜
298,0.831632,🥰😘😘
299,0.8316147,😘☺
300,0.831614,💙🙏
301,0.8315671,🎅⛄
302,0.83154005,💖💖❤
303,0.8314952,🥳🎊
304,0.8313208,😘🤍
305,0.83124864,💝❤
306,0.8310223,😍🚀
307,0.8309363,💪🤗
308,0.83089775,😘💚
309,0.8307149,🙂☕
310,0.83044887,💙🎄⛄
311,0.82996625,💜😊
312,0.82981527,🙏💜
313,0.8295396,💓🥺
314,0.8294045,😊❣
315,0.8293214,🌸🌸🌸🌸
316,0.82929677,🎄🤶
317,0.82928884,😊🌹
318,0.82926804,🌞✨
319,0.829177,🌻💛
320,0.8291121,🥳🎁
321,0.82878995,🎂🎈
322,0.82860386,🙏💚
323,0.82845724,💐😍
324,0.8283026,💗✨
325,0.8281448,😊😊😘
326,0.8280876,🥰💚
327,0.82768905,🍾🎊
328,0.82742995,🥂❤
329,0.8273768,🙂🙌
330,0.8273293,🌹☀
331,0.8272359,😴😘
332,0.8271059,🙏🙇
333,0.827063,🥰🥰♥
334,0.8269981,🌺🌸
335,0.8269056,❤☕
336,0.82666016,✨💜
337,0.8265077,✨🙌
338,0.82644427,💕⭐
339,0.8264178,🙏🏻😍
340,0.8262848,🤗👋
341,0.8262321,💐💐💐💐💐
342,0.8260516,🤭💕
343,0.8259405,💞💖
344,0.8258901,🥺💙💙
345,0.82581776,🥂🥂🥂
346,0.82579637,🥲💖
347,0.8256275,😗❤
348,0.82533824,😊♥
349,0.8251773,💫♥
350,0.82509226,😘😘😘😘❤
351,0.82480705,😊💛
352,0.824738,😃❤
353,0.8247079,😍🙌
354,0.824651,🥺🌸
355,0.8245504,🎂🎁
356,0.8245089,😘❣
357,0.8244285,🌄👍
358,0.8243997,💖😭
359,0.8240808,💪😉
360,0.8240591,💙😊
361,0.82394725,💖🌹
362,0.82367545,😊🥰
363,0.82363546,💜🥰
364,0.82358694,🎊🎉🎂
365,0.82355016,🌹🌹❤
366,0.8234601,👍🤩🤚
367,0.82338786,👍💕
368,0.82320213,😍😍😍😍❤
369,0.8231474,🎂🎊
370,0.8231381,💜😍
371,0.8231342,💖💖💖💖💖💖
372,0.82311493,🤗🌹🧉😘
373,0.8230915,🌼🌼🌼
374,0.823057,😘❄
375,0.8230021,🙏🤩
376,0.82289714,🌷💕
377,0.822828,✨🙏🏽
378,0.8227596,☕🌺
379,0.8227375,🎈🎉
380,0.8226827,🌻🌻🌻
381,0.82259345,🥰❄
382,0.82246196,🌸🌿
383,0.82234436,❤😇
384,0.82216185,🌹🌹🌹🌹
385,0.82214856,💖♥
386,0.8221388,🎊㊗
387,0.8219365,😻💕
388,0.8219177,🎉🤩
389,0.82181084,💙💜
390,0.8217394,👍👍👍👍👍👍👍
391,0.82137096,☕🌻
392,0.82114244,😊🙏✨
393,0.8210442,✨💙
394,0.82040924,💟💟
395,0.8203472,🎄💙
396,0.8202917,👏🏼👏🏼👏🏼👏🏼👏🏼
397,0.820163,💙❄
398,0.8200813,💫❤
399,0.8200488,‍🔥✨
400,0.8199325,🥳✨
401,0.8198439,🌷🌷🌷🌷
402,0.819819,🤩💖
403,0.81979346,🤍🌷
404,0.81973076,🎊🎉❤
405,0.819558,☕🌷
406,0.81945276,🍓🍓🍓
407,0.8193693,🍀🙏
408,0.81928176,🤍🙏
409,0.81910586,🌷😘
410,0.81900954,🔥🥺
411,0.81878644,😘🌷🌷🌷
412,0.8187711,😍😇
413,0.8186742,🥰🌹
414,0.8186506,💛😍
415,0.8186214,💛💜
416,0.81848955,🍀🍀🍀🍀🍀🍀🍀
417,0.81845725,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
418,0.81838506,😚❤
419,0.81833965,👍🌹
420,0.8182807,🥺🥺💜
421,0.81807476,🎂✨
422,0.8176482,🥰🤗
423,0.8175421,🤗❄
424,0.81748825,😊🎉
425,0.8174278,💪☠
426,0.8173709,🥺💫
427,0.8171506,☕🌞
428,0.81679636,🌹💋
429,0.81635404,🌹🌷
430,0.8163054,💙😍
431,0.8162143,🌄🌄🌄
432,0.8161506,💜💜💜💜💜💜💜💜
433,0.81613827,🌹🙋‍♂
434,0.8161017,😘😊
435,0.8160057,💐❤
436,0.815879,❤🙏🏼
437,0.81583107,🎂❤
438,0.8157424,💕😍
439,0.8157234,❣❣
440,0.81559336,🥺💗💗💗
441,0.8152687,🥰🌸
442,0.8152254,💙💙💙💙💙💙
443,0.815156,💝💝
444,0.8150014,🌷😊
445,0.81491566,😊💗
446,0.81486213,🌱☘
447,0.81476814,🤗💖
448,0.81471455,🥰☃
449,0.8146503,🌻🌼
450,0.81464756,💪💪❤
451,0.81452346,💫🌟✨
452,0.8144088,🌷🌼🌹💖
453,0.81426394,🙏🌸
454,0.8142477,🤍😍
455,0.81403756,💖🥺
456,0.81396925,🍃🌺
457,0.81396836,🤲🏽🙏🙋‍♀
458,0.81394935,🤗🌻
459,0.81376874,❤❤😍
460,0.8137591,🕊❤
461,0.81357205,💐✨
462,0.8135702,💪🏾❤
463,0.81333655,🙌🏼❤
464,0.8132069,🌹☕
465,0.8131813,😊🥳
466,0.81298554,😊💚
467,0.81294763,🤗🙋‍♀
468,0.8127827,😘😘😘😘😘😘
469,0.8127029,🧡🧡🧡🧡
470,0.8125392,👏🙌
471,0.81246805,😊😍
472,0.8122734,☕🌹
473,0.81227046,🎉🥂
474,0.81204015,🙌🥰
475,0.8120027,🍀🌸
476,0.81195056,💕🌸
477,0.8119402,🌞🤗
478,0.81183755,😄💕
479,0.8118212,❤💋
480,0.8117735,🥀🌺
481,0.81174296,✨💖
482,0.81123966,😘🎁
483,0.81107867,💪😘
484,0.810958,🐥💛
485,0.8109485,🙏🏼✨
486,0.81093484,🎂🎉🎈
487,0.8108613,💐🌹
488,0.8108273,🌼☕
489,0.810816,🥳🍾
490,0.81053174,🎄😊
491,0.8103678,✌🏻❤
492,0.8101791,👋🏻👋🏻
493,0.81007576,💙🤍💙
494,0.8100196,🌸💙
495,0.8099344,💚🐰
496,0.8099149,😆👍✨
497,0.8098344,🥳🤍
498,0.80947983,💛✨
499,0.8093908,🌸🌺
500,0.80923176,🌹💖
501,0.8089572,🌹🌷🌹
502,0.80893326,✨🥰
503,0.8080246,🤗🌹
504,0.80801237,🥰😍❤
505,0.8079508,🍺🍺🍺
506,0.8079169,🙏🙋‍♀
507,0.807916,👏👏👍
508,0.80769837,🤗☀
509,0.8076922,😄❤
510,0.8076327,😍💖
511,0.80759156,💋♥
512,0.807474,💖💖💖💖💖
513,0.80741775,💪♥
514,0.8070228,🥃🥃
515,0.8068836,🔥😈
516,0.8065021,💖🤍
517,0.8063469,😍😍😍☺
518,0.8062638,🎨🖌
519,0.80611813,🌞☀
520,0.8060627,🥳😘
521,0.8060225,⭐🙌☕🌷🍀
522,0.80590546,✨✨✨✨✨
523,0.80579793,🎄♥
524,0.805647,🎊🎊
525,0.8056342,👏😊
526,0.8056328,🍾🍾🍾
527,0.80533206,💙🌸
528,0.8047898,💕☺
529,0.80477726,🥳🎉🎁
530,0.8047247,💙✨
531,0.8047012,😊💪
532,0.8046409,🎄🥰
533,0.80463696,⛄🎄
534,0.8046263,😍☀
535,0.8046076,🎊🎊🎊
536,0.8043502,🥰✨✨
537,0.80422544,🎉😍
538,0.8041491,🎂🎉🎊
539,0.8041123,🥺💝
540,0.80399,😘👍
541,0.80396837,🍀🐶
542,0.8038933,😘🎄
543,0.8037155,🙏🌻
544,0.8035587,💪💪💪🤗
545,0.8034004,👌👏👏
546,0.80338275,🫂♥
547,0.80334806,💙🌹
548,0.8033395,😃✨
549,0.80318356,🌹☺
550,0.8028685,🙏💯
551,0.8028303,✨💗
552,0.8026666,🥺🙏🏾
553,0.8025673,🙏🏻😇
554,0.8024111,🙌🏼✨
555,0.8023386,❣❣❣
556,0.8022784,😴❤
557,0.8021941,🛹❤
558,0.8019228,💞💞💞💞💞
559,0.8017678,✨💛
560,0.80163777,🤍🤍🤍🤍🤍
561,0.8010896,💜🌹
562,0.80093235,👏🎉🇵🇭🎉🎉🎉
563,0.80084324,🥳♥
564,0.8007735,❤👑
565,0.80075717,🙏💚🙏
566,0.8006432,🤍🌸
567,0.8005632,🙇✨
568,0.8005513,😇🤗
569,0.80029255,🌺🤗
570,0.80016357,💘❤
571,0.8000618,🐕❤
572,0.7999691,🥺✨✨
573,0.7999469,😃☘
574,0.7999164,🥰🥳
575,0.79982674,😌💕
576,0.7997528,🙏🤗
577,0.7997196,👍👏👏
578,0.79971653,❤😘
579,0.7996813,💫💫💫💫
580,0.7996516,🎂💐
581,0.7995167,🥰🤭
582,0.7995119,😘🥺
583,0.79947495,🎊🎊🎊🎊
584,0.7994525,🥺💕💕
585,0.7993456,🤗🙏
586,0.79933804,🕊🙏❤
587,0.7992467,🥰🔥
588,0.79919946,🌸🌱
589,0.79907453,🙌♥
590,0.7989869,❤❤❤❤❤❤❤
591,0.7989639,🕯✡
592,0.7989466,🌸🙏🏻
593,0.79884756,💖❤
594,0.79879487,🎅☃
595,0.7987418,🙏😌
596,0.7986208,😍☺
597,0.798524,💜✨
598,0.7982968,🤗😊
599,0.7982818,🍀✨
600,0.79806304,🥰💚💚🇪🇦🇪🇦
601,0.7980075,✊❤
602,0.797998,🤍❄
603,0.7979659,👋😊
604,0.79789364,🙌🏻❤
605,0.79784596,💓💓💓💓
606,0.79777265,🎉💕
607,0.797475,🥰🥰🥰❤
608,0.7971008,❤🌹
609,0.7970714,🙌🏽❤
610,0.79697335,😘🌺
611,0.79695845,❤🌸
612,0.796848,🥲💕
613,0.7966336,🍀🤞
614,0.7965698,🥰😍😘
615,0.79646957,😊🙏❤
616,0.79642427,🌹🌹🌹🌹🌹
617,0.79627573,🥂😘
618,0.7962564,🤎🤎
619,0.79620206,😘😘😘😘😘
620,0.7959982,🌨☃
621,0.79596484,👍🤗
622,0.7957573,🎉🎂🎁
623,0.79561913,💚💜
624,0.7955214,💗💗💗💗💗
625,0.7954524,🌷🌷🌷
626,0.7954055,🥰💙
627,0.7952818,🎉❤
628,0.7952531,💗🥺
629,0.7951624,🎂🎈🎉
630,0.7951391,😘♥
631,0.7949971,🌲⛄
632,0.79470503,🌷🌧
633,0.79459536,🌱🌸
634,0.7944935,💕🥺
635,0.79437804,🤗💚
636,0.79423684,💖💖😘
637,0.7942095,💜🖤
638,0.79399335,🌈🌈
639,0.79395676,🌹🥰
640,0.7939489,👊💯
641,0.79384226,🤞🏼❤
642,0.7937967,🙏‼
643,0.7937553,😍💘
644,0.79373103,🌟♥
645,0.7936664,🤍🙏🏻
646,0.793524,🤍🌈
647,0.79349774,🙏💐💐
648,0.7934163,🙋🙋
649,0.79310036,✨🙏
650,0.7929101,💚🙏
651,0.79284936,💖✨
652,0.79283845,👋😆✨☀
653,0.79282975,🥺🤍✨
654,0.7923726,🥰🖤
655,0.79228556,💚🔥
656,0.79209846,📢🇻🇪⏩➡
657,0.7920456,😎✨
658,0.79197603,💜🤍
659,0.7919296,💜💙💜
660,0.79170203,🙏🏻☺
661,0.79150283,🙏🏻🥰
662,0.79146963,🙏🏾♥
663,0.79141605,‍🔥🙏
664,0.7913631,🤩🙌🏻
665,0.79131436,💛💙☕
666,0.79100245,🌸☕
667,0.79098713,🥰🍀
668,0.79088855,🙏🥰
669,0.79055524,🍀☀
670,0.7903569,😃🌞
671,0.79028386,💕🤗😘
672,0.7902584,🌹❤🌹
673,0.79019964,🔥🙏
674,0.7899097,🤎🤎🤎
675,0.78989345,🤗😊💕😘🌹💗
676,0.7898624,🙌🏻🙌🏻🙌🏻🙌🏻
677,0.78977364,☕❤
678,0.78962195,🙏🏽✨
679,0.7895771,🙏☠
680,0.7894696,🌹💐
681,0.7892715,🌸🌹
682,0.7890061,🥳🎉🎊
683,0.7888837,😀☕
684,0.7886353,✨💕
685,0.788589,💪🙏
686,0.7882622,👏😍
687,0.7878792,♥♥♥
688,0.7875116,💋🌹
689,0.78734636,✨✨✨✨✨✨
690,0.7872856,😘🌷
691,0.7872011,✌❤
692,0.7871022,💫🌹
693,0.7870538,🎉🎈
694,0.7870114,🥰🤍
695,0.78696936,🌸🌺🌸🌺
696,0.7868267,🌻☕
697,0.7864883,🌷❤
698,0.78633845,🥺😍😍
699,0.7862883,🥺💗💗
700,0.78616244,🥺🤗
701,0.7861458,💞💞💞💞
702,0.7859045,🎉🎊🎈
703,0.7856858,🤗💙
704,0.78556085,👊🏽👊🏽
705,0.78550327,🙏🏻🙏🏻❤
706,0.7852715,🎂🥳
707,0.78519773,😁💕
708,0.78516954,💚♥
709,0.78501606,😱❤
710,0.7848339,😭💜💜💜
711,0.78483176,🍵🍵
712,0.78480554,🌞⭐
713,0.784517,🌲🌲
714,0.78447795,✨🍃
715,0.7844029,💗🤗😘
716,0.78432137,😘😘😘❤
717,0.7841455,🎶☀
718,0.78405845,💚✨
719,0.78404295,😍🌸
720,0.7840271,😊💙
721,0.7838615,😭🧡
722,0.78377736,🙏🏻✨
723,0.7837186,🎺🎺✌
724,0.7837069,🌹🙏🏻
725,0.7835745,😉✨
726,0.78344655,😘😘❤
727,0.78289247,😉☕
728,0.78245336,🙏💪
729,0.7824062,🥺☺
730,0.7823534,🌹💞
731,0.78222924,😊🌺
732,0.7820081,🌲❄
733,0.78194135,🍃✨
734,0.781651,💖🥰
735,0.78162307,🌹😘
736,0.78146005,😍🌹
737,0.7814472,👍😎
738,0.78139454,🥺💜💜💜
739,0.78124917,🙌🙌🙌🙌🙌
740,0.7811391,🍀😊💕😘🌹💗
741,0.7810797,🙏✌
742,0.7809999,😢♥
743,0.7807597,😘😘☕
744,0.7807232,😘😉
745,0.78063846,🥺❣
746,0.78045845,🌹💙
747,0.7803782,🥳👏
748,0.78037703,🎉👏
749,0.7801548,💕✨
750,0.7799729,🌸💗
751,0.779946,✨🥺
752,0.7799058,💜🌸
753,0.77987814,😊✋
754,0.7795601,💚💚💚💚💚💚
755,0.7794013,🌹🎼
756,0.7791743,🎄💫
757,0.7791712,🎉✨😆✨🎊
758,0.77894455,🤗😍
759,0.7787338,🌄🌄
760,0.7786746,🤩✨
761,0.7785195,❕✨
762,0.7783439,🌈✨
763,0.7781739,😍💛
764,0.77811146,🥺❤❤
765,0.7780031,💐🎂
766,0.77798253,🌺💚
767,0.7779631,🤙🏻🤙🏻
768,0.7779529,💚💚💚💚
769,0.77784896,😊‼
770,0.7771903,😍🎉
771,0.77705264,💞❤
772,0.7768468,🤲🏽🙋‍♀
773,0.776757,💞🎄
774,0.77663493,😋✨
775,0.77662253,🌺☕
776,0.77661204,✨💫
777,0.77635527,🥳💜
778,0.7763256,🥳🥂
779,0.77619374,🧡❤
780,0.77604085,💛💛💛💛💛
781,0.7757015,🍷🍷
782,0.775619,💕💕💕💕💕
783,0.7755765,👍💯
784,0.77537423,🍷🍷🍷
785,0.77522564,🌸🤍
786,0.77487624,🌺❤
787,0.77483153,🥰💗
788,0.7748162,😭❤❤
789,0.7747503,🙏☺
790,0.7746716,🎁☃
791,0.7745686,😊🤗
792,0.77443343,😂✨
793,0.77434933,🦋🦋
794,0.77433115,🥰☺
795,0.77432853,🎊🎁
796,0.7742202,🌞☕
797,0.77420276,😊💕
798,0.77395797,😀❤
799,0.77395225,😃🌸
800,0.77370805,🌹👍
801,0.7736509,💪💚💚🇪🇦🇪🇦
802,0.77336156,🤩🙌
803,0.7733321,🌹🎼☕🍫
804,0.7728953,🤣🤣🤣👍
805,0.7727909,🥰🥰🥰🥰😍😍😍😍😍🎅🎅🎅🎅🎅🎅
806,0.7726637,🤜🏼🤛🏼
807,0.77263844,🎉㊗
808,0.7726323,✨🥳
809,0.77222264,🧡✨
810,0.77204084,🤗😘😘
811,0.77197456,🥳😍
812,0.77192163,😭😭😭😭♥
813,0.7718116,🌙😃❗
814,0.7717794,😇❤
815,0.77151835,❤😭
816,0.7714796,🙏💞
817,0.7711784,🌟🌟
818,0.7709106,🤍💚
819,0.7708792,🌳🫂
820,0.77078,👍🏻😊
821,0.77049834,💤💤
822,0.77048385,❤💛
823,0.77014154,🌷🌷
824,0.77007294,👍☀
825,0.7700441,💗😘🙏
826,0.77000165,💪🏻❤
827,0.7699914,🍾🍾
828,0.76987946,🤗✨
829,0.769849,💪💪💪💪💪💪
830,0.76983774,💪🏼❤
831,0.76974034,🪅☃
832,0.7697158,💖💖🌹😘
833,0.76926744,🔥🎉
834,0.7689643,😴💤
835,0.7689594,🛹🔥
836,0.7687086,🤗🙋🏻‍♀
837,0.7686021,🤗😉
838,0.7685536,🥳🎈
839,0.7685509,🌻🌻
840,0.7684018,👋😃
841,0.7681546,😊👋
842,0.7677479,🌞🌞🌞
843,0.76768017,💜💜💜💜💜💜
844,0.7676561,🤗😘☕
845,0.7676205,😍💯
846,0.76743263,👼🙏🏻💕
847,0.767321,👊❤
848,0.7672852,🥰❣
849,0.7672544,🌺🌹
850,0.7672326,👍😁🌺🇵🇱🥀😄💗
851,0.7671903,☕🙋‍♂
852,0.7671257,😭❣
853,0.7670646,🙏👏
854,0.7670006,💕😘
855,0.76697683,🎂🎂🎂🎂
856,0.7669482,🥺🤍🤍
857,0.76668125,💜❤
858,0.7666706,😄✨
859,0.76637506,😃☕
860,0.7663385,🎄🕯
861,0.7662876,🌹😊
862,0.7662447,🥺😭❤
863,0.766165,💙🕊
864,0.76610136,🥰🥰❤
865,0.7659311,😘🌹
866,0.7656889,🌲☃
867,0.76559365,🙏🛐
868,0.76547515,💝💝💝
869,0.7653369,😍🤗
870,0.7653171,🤩♥
871,0.765193,🥳😊
872,0.76513326,🥺🥺🥺♥
873,0.76505655,☕🍁
874,0.7650059,😍❣
875,0.76493996,✨🧡
876,0.7648377,👍☕
877,0.76479286,🥳🥰
878,0.76457906,💙💚
879,0.7642532,😍✌
880,0.7642283,🥇🥇
881,0.76413345,🌙✨
882,0.76411736,😊🎄
883,0.76397204,😊😋
884,0.7638831,🤩💙
885,0.7637176,🥰🥰🥰🥰😍😍😍😍🎅🎅🎅🎅🎅🎅
886,0.76358676,🌹🌸
887,0.76358503,😭🙏🙏
888,0.76350486,🥳🔥
889,0.7634604,✌🏻✌🏻✌🏻
890,0.7633308,❤💫
891,0.7633264,💃🏾💃🏾💃🏾
892,0.76329255,🙏🏻🙌🏻
893,0.7632852,🎁✨
894,0.7632408,😍😍🥰
895,0.76282877,🤗♥
896,0.7628013,🥺👍
897,0.7627826,💝🙏
898,0.762588,🥺🙏🏼
899,0.7623716,🤗🥰
900,0.76225436,🌼🌼
901,0.7620877,❤😊
902,0.76190245,☕🥐
903,0.7618965,👍🙏😀
904,0.76179767,🙏☝
905,0.76159656,🧡🧡🧡🧡🧡🧡
906,0.7615099,✨💫😘
907,0.76146835,🍀🍀❤
908,0.7614554,🎄🎄🎄🎄
909,0.7613551,🙏😢
910,0.76135415,🌳💚
